,id,explanation_method,comprehensiveness,sufficiency,prob
0,1913,decompx,0.5466044550926502,0.026983955005804697,0.9640464782714844
1,4550,decompx,-0.0019074629391298004,-0.21970757053350098,0.001997587503865361
2,4424,decompx,0.14158856974461595,0.009707346155836776,0.9999350309371948
3,3802,decompx,0.10536947739975792,0.0027802512049674988,0.999940037727356
4,3867,decompx,0.7321667804723672,0.02692295802491052,0.9994820952415466
5,2557,decompx,0.829344018971931,-0.036031749537762475,0.9273993372917175
6,2097,decompx,0.5853529061818987,0.030031025831429463,0.9994489550590515
7,3546,decompx,0.8707335938220345,0.11739164088354555,0.9813790321350098
8,2808,decompx,0.4213207494467497,0.008877641276309365,0.9999333620071411
9,893,decompx,0.7543603767753357,0.03043106753947371,0.999656081199646
10,674,decompx,0.2131266099485484,0.03911541537805037,0.9997472167015076
11,4329,decompx,0.6477556579983536,0.05424058368039686,0.9996517896652222
12,518,decompx,0.5562764059740868,0.021946321173412043,0.999688982963562
13,3071,decompx,0.14397986456751824,0.008353795111179351,0.9998984336853027
14,1449,decompx,0.6672195815708397,0.022852910001103472,0.9992088675498962
15,2475,decompx,0.4732203779985075,0.044847774278858436,0.9996045231819153
16,2224,decompx,0.8370946983435715,0.03819826040416956,0.9989407658576965
17,3008,decompx,0.6702514891310231,0.008040272347305132,0.9734869599342346
18,2799,decompx,0.3940468158933424,0.030531058388371623,0.9994932413101196
19,3455,decompx,0.9425625756300766,0.03391559422016144,0.9956005811691284
20,2715,decompx,0.7306485024255803,0.004997078762498013,0.9999409914016724
21,1799,decompx,0.6779310800947058,0.07245595390215898,0.9995501637458801
22,1476,decompx,0.1347513571381569,0.0078089639544487,0.9999101161956787
23,3045,decompx,-0.12515292026632538,-0.3388248191484691,0.0033377408981323242
24,191,decompx,0.7458491255968752,0.03727177507719215,0.9994246959686279
25,1612,decompx,0.7510309676791347,0.06325201153062111,0.9993771910667419
26,3501,decompx,0.8379001151406555,0.0019077112277348836,0.999932050704956
27,2706,decompx,0.1830931458208296,0.004541610346900093,0.9999209642410278
28,788,decompx,0.7547214234474342,0.024157686410723505,0.9998164772987366
29,2721,decompx,0.0050393213480977765,-0.47390294214710593,0.03670880198478699
30,2543,decompx,0.5289472523145378,0.004355565955241521,0.9998431205749512
31,4425,decompx,0.6473722594964784,0.09318243053348851,0.9983136653900146
32,4154,decompx,0.07457217574119568,0.001390327699482441,0.9999288320541382
33,169,decompx,0.834261026645046,0.02274461729185922,0.9956911206245422
34,1657,decompx,0.42143673240207136,0.004640454595739191,0.9999197721481323
35,3040,decompx,0.5638373246775907,0.0014753780866924085,0.9999281167984009
36,269,decompx,0.5971445071442825,0.040185610877304545,0.9997387528419495
37,1775,decompx,0.4524105995131487,0.005867715586315502,0.9999408721923828
38,3229,decompx,0.8484198272876118,0.020780004560947418,0.9996691942214966
39,4496,decompx,-0.16814520852319126,-0.0714911839378805,0.5336947441101074
40,1064,decompx,0.5176811849828377,0.05681706219911575,0.9995169639587402
41,4134,decompx,0.9032665956153694,0.04551775477550648,0.9993343949317932
42,4000,decompx,0.3312655222271719,0.029770800182896275,0.9998181462287903
43,609,decompx,-0.010213460146419325,-0.038144311791930466,8.936723315855488e-05
44,2710,decompx,0.345405677279147,0.023547862966855366,0.999342143535614
45,3460,decompx,0.5715249383907863,0.05780342927104548,0.9992105960845947
46,1803,decompx,0.8473871497352692,0.016320691325447775,0.9879414439201355
47,1918,decompx,0.5877051016990551,0.009761998848039277,0.9999196529388428
48,3197,decompx,0.6533455932352809,-0.0372206624597311,0.7165399193763733
49,1737,decompx,0.22553958269682797,0.03500427847558802,0.9996875524520874
50,4435,decompx,0.6295937328317831,-0.00293732555799706,0.9702183604240417
51,3750,decompx,0.93127997156857,0.029972611164504833,0.9977245926856995
52,3966,decompx,0.7392778950324282,0.03602590560913086,0.999671459197998
53,365,decompx,0.7070255190523904,0.04191793380088584,0.9997536540031433
54,4053,decompx,0.151836708570138,0.007023725754175431,0.9999328851699829
55,2066,decompx,0.6417504364494667,0.02959113396964101,0.9999006986618042
56,1852,decompx,0.5679155823450561,0.025733318481896375,0.9996596574783325
57,2703,decompx,0.6476374767063295,0.01156156904557172,0.9998611211776733
58,487,decompx,0.8069891038483807,0.026345429250172206,0.9997428059577942
59,4055,decompx,0.026020972679058712,0.003870617598295212,0.9999164342880249
60,4475,decompx,0.7663116421065822,0.016587494442669246,0.996290922164917
61,3348,decompx,0.727239659259188,0.06748986663296819,0.9995805621147156
62,351,decompx,0.7843718448849885,0.03275605840118308,0.9996340274810791
63,2509,decompx,0.21631393317253358,0.010911735796159314,0.9999287128448486
64,4030,decompx,0.7929004754607831,0.010112719610333443,0.9999308586120605
65,1650,decompx,0.2843936292211647,0.004768010066903155,0.9999227523803711
66,2653,decompx,0.032946955482914764,0.003074190526638391,0.9995224475860596
67,4285,decompx,0.623848150980848,0.022321797907352448,0.9999098777770996
68,1468,decompx,0.5495741626282324,0.029830558691173792,0.9996987581253052
69,2998,decompx,0.5346253489376978,0.014608339965343475,0.9999412298202515
70,1270,decompx,0.2741717109340698,-0.6009426433593035,0.3821588456630707
71,297,decompx,0.45837804830322665,0.03734782710671425,0.9994295239448547
72,2019,decompx,0.5633322454437062,0.0037521245302977384,0.9999343156814575
73,629,decompx,0.7644930158651644,0.027504576595440026,0.9994656443595886
74,1944,decompx,0.8481037532526118,0.027086606515305384,0.9997997879981995
75,953,decompx,0.014839439015639456,0.007344459232531096,0.9999110698699951
76,466,decompx,0.810109662998002,0.012966681271791458,0.9998910427093506
77,2200,decompx,0.8248415246169948,-0.12616098882711452,0.8480513691902161
78,728,decompx,0.40888523795133963,0.004951645027507435,0.9999403953552246
79,3376,decompx,0.8933325873824702,0.015301183715724108,0.9968926310539246
80,4549,decompx,0.5859694369543387,0.03792780377837115,0.996188223361969
81,72,decompx,0.9252269737708341,0.06610500163608982,0.9978064894676208
82,4,decompx,0.6704313745920328,0.05097167340523385,0.9996585845947266
83,1098,decompx,0.7419568652954154,0.02969352780161677,0.9995033740997314
84,2726,decompx,0.5992293858528137,0.020839156955480574,0.9997115731239319
85,2921,decompx,0.09667001593680609,0.004723602817172096,0.9999171495437622
86,2531,decompx,0.03506037204161934,0.004632072604220846,0.9999303817749023
87,2614,decompx,0.009800327401007376,0.0016826160492435579,0.9999135732650757
88,2434,decompx,0.6904806751549115,-0.1254880042297059,0.8290476202964783
89,3111,decompx,0.3164159536969905,0.018005181788181772,0.9962059259414673
90,3615,decompx,0.6915294522102382,0.017051521850668865,0.9993610978126526
91,3063,decompx,0.7854003734828439,0.09599377366248518,0.9996111989021301
92,1385,decompx,0.5386192460027006,0.03509438534577688,0.9997604489326477
93,128,decompx,0.025247241024118967,-0.7171289439384754,0.03106658160686493
94,1030,decompx,0.24546918111853303,0.09534794207662343,0.9984509944915771
95,16,decompx,0.3464523838957151,-0.05827273845672607,0.9398430585861206
96,670,decompx,0.776107833957102,0.024756503376093777,0.9995827078819275
97,3743,decompx,0.657163190011065,0.0437047291806964,0.9997292160987854
98,2202,decompx,0.21928630158478438,0.017447860781536546,0.9857751131057739
99,1615,decompx,0.46537284335891643,0.03003041637249482,0.9997183680534363
100,1558,decompx,0.11417462590795296,0.004205808043479919,0.9999116659164429
101,3953,decompx,0.7336951333062918,0.1175151165834693,0.7810810804367065
102,304,decompx,0.8600747303013728,0.02276933762957068,0.9994953870773315
103,4004,decompx,0.7130068800133335,0.008196068437475907,0.9999371767044067
104,4547,decompx,0.8807378280095669,0.042848828746828924,0.9993477463722229
105,1247,decompx,0.6913755747303366,0.019195790812373163,0.9946687817573547
106,3136,decompx,0.5524845857483646,0.09311998263001442,0.9997362494468689
107,1220,decompx,0.8365712905231927,0.018897704518677897,0.9997267127037048
108,3261,decompx,0.8997527330285973,0.004691208733452691,0.9999014139175415
109,1611,decompx,0.4726803546565442,0.036352922136966996,0.9982717037200928
110,1181,decompx,0.6649156102807158,0.04877875770131747,0.9996659755706787
111,2797,decompx,-0.022214498863353294,-0.6976850123832455,0.00019225910364184529
112,610,decompx,0.8519216326474235,0.03267881437772658,0.999693751335144
113,3751,decompx,0.6269985402574424,-0.0921238362789154,0.7975795269012451
114,2248,decompx,0.4738748128979634,0.031842067455634095,0.9996805191040039
115,99,decompx,0.865361515944211,0.024368502787853543,0.9995905756950378
116,3781,decompx,0.4731155744704761,0.007580717927531192,0.9999294281005859
117,225,decompx,0.8902051873994745,0.018507243955836576,0.9999325275421143
118,2103,decompx,0.8661952876848065,0.025425092006723087,0.9996618032455444
119,2836,decompx,0.43192130963249903,0.04566152834492486,0.9986333250999451
120,2924,decompx,0.17054391034492633,0.005230445687363788,0.9999192953109741
121,2859,decompx,0.16420214303455877,-0.7439875019823804,0.18755033612251282
122,2782,decompx,0.8215281407232023,0.04079441420542888,0.9990673661231995
123,515,decompx,0.6797803404766161,0.008330143786765434,0.9999377727508545
124,1951,decompx,0.7968100578082391,0.020979397954084933,0.995648205280304
125,3869,decompx,0.6825613782327208,0.02390511218044493,0.9993947744369507
126,2263,decompx,0.8744881980299286,0.018679593774405392,0.9874914884567261
127,4006,decompx,0.7343071906834666,0.009224317657450834,0.9417631030082703
128,4522,decompx,0.6152301352542255,0.0940170722703139,0.9997182488441467
129,2137,decompx,0.2176645532793676,0.009364249128283876,0.9998064637184143
130,3673,decompx,0.781629687006023,0.029939088056672294,0.9996435642242432
131,1707,decompx,0.19553883628915564,-0.6603865945445639,0.20612700283527374
132,314,decompx,0.37575436595266,0.0017668392560253406,0.9999315738677979
133,1924,decompx,0.8868247085963419,-0.012725383043289185,0.9259030222892761
134,2247,decompx,0.882098018677425,0.014875257121665137,0.9933045506477356
135,3901,decompx,0.7922706456724987,0.026954233992931453,0.9995620846748352
136,1847,decompx,0.3916260296140205,0.1780775198430726,0.9998868703842163
137,1725,decompx,0.3345338700291438,0.009016654430291591,0.9999393224716187
138,3547,decompx,-0.0013349701926457665,-0.1723251635811457,0.002863348228856921
139,4558,decompx,0.15053392905328009,0.0319356232881546,0.9996986389160156
140,3403,decompx,0.4536264206659287,0.022385699080025898,0.9991374015808105
141,3007,decompx,0.919140787186453,0.02053943012248386,0.98827064037323
142,2961,decompx,0.8921055049841016,0.024225649889558554,0.9993306398391724
143,3591,decompx,0.6631590330918484,0.04790842270149904,0.9997499585151672
144,571,decompx,0.6649596993811429,0.049413644336164,0.9991412162780762
145,4041,decompx,0.835924791223887,0.022955521941184998,0.9997161030769348
146,2629,decompx,0.34464172176307156,0.02181698949564071,0.9997896552085876
147,3121,decompx,0.7042784515810623,0.028741062195463615,0.9996071457862854
148,2701,decompx,0.6774924559153882,0.026833312975805858,0.9986948370933533
149,3101,decompx,0.768512449313507,0.026798214073534363,0.9994015693664551
150,1863,decompx,0.06729682403452256,0.08097746968269348,0.9998990297317505
151,2908,decompx,0.1818739128147447,0.004612167214238366,0.9999340772628784
152,4456,decompx,0.9496992436291872,0.03333467024971138,0.9922770261764526
153,3230,decompx,0.7471755584343694,0.05586051690177275,0.999098539352417
154,2399,decompx,0.9380098273242382,0.03272514300126778,0.9969344139099121
155,3447,decompx,0.05336187779903412,0.006856602430343628,0.9999314546585083
